project_full_name,fix_commit_hash,buggy_commit_hash,bug_id,bug_type,buggy_file_path,action
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_gates.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_metagates.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_qaagate.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_qftgate.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_qpegate.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_qubit_operator.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_shortcuts.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_state_prep.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_time_evolution.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/ops/_uniformly_controlled_rotation.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/_utils.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/aqt.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/awsbraket.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/__init__.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/amplitudeamplification.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/arb1qubit2rzandry.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/carb1qubit2cnotrzandry.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/cnot2cz.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/cnot2rxx.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/cnu2toffoliandcu.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/controlstate.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/crz2cxandrz.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/entangle.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/h2rx.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/phaseestimation.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/qft2crandhadamard.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/qubitop2onequbit.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/r2rzandph.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/rx2rz.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/ry2rz.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/rz2rx.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/sqrtswap2cnot.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/stateprep2cnot.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/swap2cnot.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/time_evolution.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/toffoli2cnotandtgate.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/decompositions/uniformlycontrolledr2cnot.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/default.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/grid.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/ibm.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/ionq.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/linear.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/restrictedgateset.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/setups/trapped_ion_decomposer.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,projectq/types/_qubit.py,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,pyproject.toml,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,setup.cfg,M
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc,1c07475ad9dbc30baedddf78fddafa96112ffcdc^1,1126,Quantum,setup.py,M
microsoft/QuantumLibraries,cbf36bc4d8efcac9f4f20bbbc2b87ca302611c91,cbf36bc4d8efcac9f4f20bbbc2b87ca302611c91^1,1139,Classical,Canon/src/Math/Random.qs,M
microsoft/QuantumLibraries,7ccf6c2ccc8851a72e42aa4c6853fd243f1b27cc,7ccf6c2ccc8851a72e42aa4c6853fd243f1b27cc^1,1149,Classical,Standard/src/Characterization/EstimateFrequency.cs,M
microsoft/QuantumLibraries,1c8620c10cfbf016d315668e22766c091502eea4,1c8620c10cfbf016d315668e22766c091502eea4^1,1156,Quantum,Standard/src/Arithmetic/Integer.qs,M
microsoft/qsharp-compiler,979c3ddb9e58e23dfa3f9ccf75c69b94041934aa,979c3ddb9e58e23dfa3f9ccf75c69b94041934aa^1,1175,Classical,src/QsCompiler/DataStructures/SyntaxExtensions.fs,M
microsoft/qsharp-compiler,7173815bb77d20b7cc7a342e8569b77b5e79e612,7173815bb77d20b7cc7a342e8569b77b5e79e612^1,1178,Quantum,src/QsCompiler/Compiler/CompilationLoader.cs,M
microsoft/qsharp-compiler,34a8c0b0903005d5d9a89b67ef0deec65cb6f0fd,34a8c0b0903005d5d9a89b67ef0deec65cb6f0fd^1,1195,Classical,build/build.ps1,M
microsoft/qsharp-compiler,34a8c0b0903005d5d9a89b67ef0deec65cb6f0fd,34a8c0b0903005d5d9a89b67ef0deec65cb6f0fd^1,1195,Classical,build/pack.ps1,M
microsoft/qsharp-compiler,b1c3ec68f4bfae42eaaa3e2026f077332cccfa04,b1c3ec68f4bfae42eaaa3e2026f077332cccfa04^1,1212,Classical,build/manifest.ps1,M
microsoft/qsharp-compiler,b1c3ec68f4bfae42eaaa3e2026f077332cccfa04,b1c3ec68f4bfae42eaaa3e2026f077332cccfa04^1,1212,Classical,build/pack.ps1,M
microsoft/qsharp-compiler,cb553b73f02833f7e9c74fa83ca787b1c0a7e603,cb553b73f02833f7e9c74fa83ca787b1c0a7e603^1,1216,Quantum,src/QsCompiler/Transformations/ClassicallyControlled.cs,M
microsoft/qsharp-compiler,c2f8e0e712fc698d93ef9b4991444874a7c04b50,c2f8e0e712fc698d93ef9b4991444874a7c04b50^1,1217,Quantum,src/QsCompiler/Transformations/CallGraph/ConcreteCallGraphWalker.cs,M
microsoft/qsharp-compiler,c2f8e0e712fc698d93ef9b4991444874a7c04b50,c2f8e0e712fc698d93ef9b4991444874a7c04b50^1,1217,Quantum,src/QsCompiler/Transformations/Monomorphization.cs,M
microsoft/qsharp-compiler,d2f3de6cd0fd072569fc125cfe89941b0a40c968,d2f3de6cd0fd072569fc125cfe89941b0a40c968^1,1220,Quantum,src/QsCompiler/Transformations/Monomorphization.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CommandLineTool/Logging.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/CompilationManager.csproj,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/DiagnosticTools.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/Diagnostics.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/EditorSupport/CodeCompletion.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/EditorSupport/EditorCommands.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/EditorSupport/SymbolInformation.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/ProjectManager.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/CompilationManager/Utils.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/Compiler/LoadedStep.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/Compiler/Logging.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/LanguageServer/Communication.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/LanguageServer/LanguageServer.cs,M
microsoft/qsharp-compiler,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b,3ffd626b249f836369054cc1aa9e5d2f8aadfe0b^1,1221,Classical,src/QsCompiler/LanguageServer/LanguageServer.csproj,M
microsoft/qsharp-compiler,1af31ba43561e9cbfa99be70e633f6d39a4fa71e,1af31ba43561e9cbfa99be70e633f6d39a4fa71e^1,1222,Classical,src/QsCompiler/QirGeneration/Subtransformations/ExpressionKindTransformation.cs,M
microsoft/qsharp-compiler,ed60c81e5192cddd5f7342c08a1c00d392473127,ed60c81e5192cddd5f7342c08a1c00d392473127^1,1229,Classical,src/QsCompiler/QirGeneration/Context.cs,M
microsoft/qsharp-compiler,ed60c81e5192cddd5f7342c08a1c00d392473127,ed60c81e5192cddd5f7342c08a1c00d392473127^1,1229,Classical,src/QsCompiler/QirGeneration/ScopeManager.cs,M
microsoft/qsharp-compiler,ed60c81e5192cddd5f7342c08a1c00d392473127,ed60c81e5192cddd5f7342c08a1c00d392473127^1,1229,Classical,src/QsCompiler/QirGeneration/Subtransformations/StatementKindTransformation.cs,M
microsoft/qsharp-compiler,4cfa49817b99a1fd6a9c74f0ff3b1e84a84ac74c,4cfa49817b99a1fd6a9c74f0ff3b1e84a84ac74c^1,1230,Classical,src/QsCompiler/QirGeneration/Context.cs,M
microsoft/qsharp-compiler,4cfa49817b99a1fd6a9c74f0ff3b1e84a84ac74c,4cfa49817b99a1fd6a9c74f0ff3b1e84a84ac74c^1,1230,Classical,src/QsCompiler/QirGeneration/QIR/DataStructures.cs,M
microsoft/qsharp-compiler,4cfa49817b99a1fd6a9c74f0ff3b1e84a84ac74c,4cfa49817b99a1fd6a9c74f0ff3b1e84a84ac74c^1,1230,Classical,src/QsCompiler/QirGeneration/Subtransformations/ExpressionKindTransformation.cs,M
microsoft/qsharp-compiler,2dbaea713e9fe1925a4b14483d37c0decaea6ba8,2dbaea713e9fe1925a4b14483d37c0decaea6ba8^1,1233,Classical,src/QsCompiler/QirGeneration/Subtransformations/ExpressionKindTransformation.cs,M
microsoft/qsharp-compiler,c3d1a09f70960d09af68e805294962e7e6c690d8,c3d1a09f70960d09af68e805294962e7e6c690d8^1,1234,Classical,src/QuantumSdk/Sdk/Sdk.targets,M
QE-Lab/OpenQL,bc0d1c7981a71349d6b1fd816276df8645dfc010,bc0d1c7981a71349d6b1fd816276df8645dfc010^1,1245,Quantum,ql/arch/cc_light_scheduler.h,M
QE-Lab/OpenQL,a8494680613fc0912aa4bb9184d0a4d8b1f94a08,a8494680613fc0912aa4bb9184d0a4d8b1f94a08^1,1246,Classical,openql/CMakeLists.txt,M
QE-Lab/OpenQL,9a443a2ddd15349d2750edcf5b9cbbbef82e5929,9a443a2ddd15349d2750edcf5b9cbbbef82e5929^1,1254,Quantum,ql/arch/cc_light_resource_manager.h,M
QE-Lab/OpenQL,9a443a2ddd15349d2750edcf5b9cbbbef82e5929,9a443a2ddd15349d2750edcf5b9cbbbef82e5929^1,1254,Quantum,ql/arch/cc_light_scheduler.h,M
QE-Lab/OpenQL,9a443a2ddd15349d2750edcf5b9cbbbef82e5929,9a443a2ddd15349d2750edcf5b9cbbbef82e5929^1,1254,Quantum,ql/scheduler.h,M
QE-Lab/OpenQL,9a443a2ddd15349d2750edcf5b9cbbbef82e5929,9a443a2ddd15349d2750edcf5b9cbbbef82e5929^1,1254,Quantum,ql/utils.h,M
QE-Lab/OpenQL,3615bb3bba9d1f664f485139e123073df3419967,3615bb3bba9d1f664f485139e123073df3419967^1,1257,Classical,CMakeLists.txt,M
QE-Lab/OpenQL,bbf64b674b88cc87e27c235b954f1a905a29ccfb,bbf64b674b88cc87e27c235b954f1a905a29ccfb^1,1261,Classical,CMakeLists.txt,M
QE-Lab/OpenQL,bbf64b674b88cc87e27c235b954f1a905a29ccfb,bbf64b674b88cc87e27c235b954f1a905a29ccfb^1,1261,Classical,swig/CMakeLists.txt,M
QE-Lab/OpenQL,1636cd193eaa104f5cc118fc9a3eb58acfc8b579,1636cd193eaa104f5cc118fc9a3eb58acfc8b579^1,1263,Classical,src/options.h,M
QE-Lab/OpenQL,48d7fe339f4ce00b9df31c04ef82b8cb30124035,48d7fe339f4ce00b9df31c04ef82b8cb30124035^1,1266,Classical,CHANGELOG.md,M
QE-Lab/OpenQL,48d7fe339f4ce00b9df31c04ef82b8cb30124035,48d7fe339f4ce00b9df31c04ef82b8cb30124035^1,1266,Classical,src/arch/cc/codegen_cc.cc,M
QE-Lab/OpenQL,48d7fe339f4ce00b9df31c04ef82b8cb30124035,48d7fe339f4ce00b9df31c04ef82b8cb30124035^1,1266,Classical,src/version.h,M
QE-Lab/OpenQL,136270124a3c1777d996e0ae4914f503f7a2dadd,136270124a3c1777d996e0ae4914f503f7a2dadd^1,1270,Classical,src/CMakeLists.txt,M
QE-Lab/OpenQL,136270124a3c1777d996e0ae4914f503f7a2dadd,136270124a3c1777d996e0ae4914f503f7a2dadd^1,1270,Classical,src/unitary.h,M
QE-Lab/OpenQL,e2410dfc0207373f23cc4c7ec767c4d0a7e9425b,e2410dfc0207373f23cc4c7ec767c4d0a7e9425b^1,1279,Classical,CMakeLists.txt,M
PennyLaneAI/pennylane,c267cd0337414a6e3e8296629a8914032806cda7,c267cd0337414a6e3e8296629a8914032806cda7^1,128,Classical,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,c267cd0337414a6e3e8296629a8914032806cda7,c267cd0337414a6e3e8296629a8914032806cda7^1,128,Classical,pennylane/_grad.py,M
PennyLaneAI/pennylane,c267cd0337414a6e3e8296629a8914032806cda7,c267cd0337414a6e3e8296629a8914032806cda7^1,128,Classical,pennylane/optimize/gradient_descent.py,M
PennyLaneAI/pennylane,c267cd0337414a6e3e8296629a8914032806cda7,c267cd0337414a6e3e8296629a8914032806cda7^1,128,Classical,pennylane/optimize/nesterov_momentum.py,M
QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85^1,1280,Classical,CMakeLists.txt,M
QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85^1,1280,Classical,src/arch/cc_light/cc_light_eqasm_compiler.cc,M
QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85^1,1280,Classical,src/mapper.cc,M
QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85^1,1280,Classical,src/mapper.h,M
QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85^1,1280,Classical,src/visualizer.cc,M
QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85^1,1280,Classical,src/visualizer_internal.h,M
QE-Lab/OpenQL,39c9098df670306bb5a37c5006c7b9340252bef7,39c9098df670306bb5a37c5006c7b9340252bef7^1,1287,Classical,src/ql/com/ddg/build.cc,M
QE-Lab/OpenQL,be54ea333f9b2fc76056bf48af4d638e4ebd2f78,be54ea333f9b2fc76056bf48af4d638e4ebd2f78^1,1288,Classical,src/ql/com/ddg/build.cc,M
quantumlib/Cirq,367485cfc7ff58eb99a84591f3b007365f6cad3b,367485cfc7ff58eb99a84591f3b007365f6cad3b^1,1327,Classical,setup.py,M
quantumlib/Cirq,342bcc3cfe455e403dbf51a3bf71e85211c3cf36,342bcc3cfe455e403dbf51a3bf71e85211c3cf36^1,1331,Quantum,cirq/google/eject_full_w.py,M
quantumlib/Cirq,342bcc3cfe455e403dbf51a3bf71e85211c3cf36,342bcc3cfe455e403dbf51a3bf71e85211c3cf36^1,1331,Quantum,cirq/google/eject_z.py,M
PennyLaneAI/pennylane,1a48733e25caa373966a03dcc0d073420fcd5fed,1a48733e25caa373966a03dcc0d073420fcd5fed^1,136,Quantum,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,1a48733e25caa373966a03dcc0d073420fcd5fed,1a48733e25caa373966a03dcc0d073420fcd5fed^1,136,Quantum,pennylane/tape/tape.py,M
quantumlib/Cirq,94181e2784bf9a7b4259503db8a4f6808325bcf2,94181e2784bf9a7b4259503db8a4f6808325bcf2^1,1372,Quantum,cirq/ops/controlled_gate.py,M
PennyLaneAI/pennylane,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c^1,138,Quantum,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c^1,138,Quantum,pennylane/_device.py,M
PennyLaneAI/pennylane,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c^1,138,Quantum,pennylane/_qubit_device.py,M
PennyLaneAI/pennylane,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c^1,138,Quantum,pennylane/qnode.py,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,pennylane/tape/tape.py,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,pennylane/templates/embeddings/amplitude.py,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,pennylane/templates/layers/particle_conserving_u1.py,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,pennylane/templates/layers/particle_conserving_u2.py,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,pennylane/transforms/adjoint.py,M
PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,ef87a8cf35accfbb556fab13210288f9c46b358b^1,140,Classical,pennylane/utils.py,M
quantumlib/Cirq,4dae9b2c766fb9cd5a24bce655020b63c0ed47ac,4dae9b2c766fb9cd5a24bce655020b63c0ed47ac^1,1464,Quantum,cirq/experiments/n_qubit_tomography.py,M
quantumlib/Cirq,df52d1c6168d2f64cef4045b1c4a149c98e807d3,df52d1c6168d2f64cef4045b1c4a149c98e807d3^1,1496,Quantum,cirq/linalg/decompositions.py,M
quantumlib/Cirq,df52d1c6168d2f64cef4045b1c4a149c98e807d3,df52d1c6168d2f64cef4045b1c4a149c98e807d3^1,1496,Quantum,cirq/ops/pauli_string.py,M
quantumlib/Cirq,df52d1c6168d2f64cef4045b1c4a149c98e807d3,df52d1c6168d2f64cef4045b1c4a149c98e807d3^1,1496,Quantum,cirq/ops/pauli_string_phasor.py,M
PennyLaneAI/pennylane,a4d7abdc047869a2d378e54c7b1cc0b036ae7625,a4d7abdc047869a2d378e54c7b1cc0b036ae7625^1,150,Quantum,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,a4d7abdc047869a2d378e54c7b1cc0b036ae7625,a4d7abdc047869a2d378e54c7b1cc0b036ae7625^1,150,Quantum,pennylane/interfaces/autograd.py,M
PennyLaneAI/pennylane,a4d7abdc047869a2d378e54c7b1cc0b036ae7625,a4d7abdc047869a2d378e54c7b1cc0b036ae7625^1,150,Quantum,pennylane/tape/jacobian_tape.py,M
quantumlib/Cirq,7c8c959e5e4b90f857cd1539279c51d30224033c,7c8c959e5e4b90f857cd1539279c51d30224033c^1,1518,Classical,cirq/_compat.py,M
